system,coin,direction,entry_ts,entry_price,exit_price,exit_ts,exit_type,sl_pct,tp_pct,pnl_pct,pnl_dollar,bars_held,regime,date
1H,BTC,LONG,1775908800,72786.1490625,72629.95420535715,1775912400,SL,0.0021459420391747447,0.004291884078349489,-0.0021459420391746475,-0.4291884078349295,2,BULL,2026-04-11
1H,BNB,LONG,1775908800,608.2125,606.8062142857143,1775908800,SL,0.0023121618090481463,0.0046243236180962925,-0.002312161809048109,-0.4624323618096218,1,BULL,2026-04-11
1H,TON,LONG,1775908800,1.417,1.4021428571428571,1775908800,SL,0.010484927916120577,0.020969855832241154,-0.010484927916120608,-2.0969855832241215,1,BULL,2026-04-11
1H,AVAX,LONG,1775908800,9.261796875,9.221796875,1775912400,SL,0.004318816374387379,0.008637632748774758,-0.004318816374387302,-0.8637632748774604,2,BULL,2026-04-11
4H,XLM,LONG,1775908800,0.1545,0.15355714285714286,1775912400,SL,0.006102635228848826,0.006102635228848826,-0.006102635228848765,-1.220527045769753,2,BULL,2026-04-11
4H,NEAR,LONG,1775908800,1.368,1.3554857142857144,1775908800,SL,0.00914786967418547,0.016466165413533847,-0.009147869674185452,-1.8295739348370903,1,BULL,2026-04-11
4H,AVAX,LONG,1775908800,9.35,9.315,1775908800,SL,0.003743315508021377,0.009358288770053442,-0.003743315508021406,-0.7486631016042812,1,BULL,2026-04-11
1H,NEAR,LONG,1775919600,1.368,1.3596571428571431,1775919600,SL,0.0060985797827903055,0.012197159565580611,-0.006098579782790194,-1.2197159565580387,1,BULL,2026-04-11
1H,APT,LONG,1775919600,0.856,0.8506857142857143,1775919600,SL,0.006208277703604812,0.012416555407209625,-0.006208277703604808,-1.2416555407209615,1,BULL,2026-04-11
1H,PENDLE,LONG,1775919600,1.093,1.0842571428571428,1775919600,SL,0.007998954385047718,0.015997908770095437,-0.007998954385047725,-1.599790877009545,1,BULL,2026-04-11
1H,ETH,LONG,1775919600,2249.9025,2242.3562142857145,1775919600,SL,0.0033540501040759834,0.006708100208151967,-0.003354050104075914,-0.6708100208151828,1,BULL,2026-04-11
1H,AVAX,LONG,1775919600,9.35,9.306000000000001,1775919600,SL,0.004705882352941163,0.009411764705882326,-0.004705882352941038,-0.9411764705882076,1,BULL,2026-04-11
1H,UNI,LONG,1775919600,3.1537187500000003,3.139775892857143,1775919600,SL,0.004421084518984836,0.008842169037969671,-0.004421084518984851,-0.8842169037969703,1,BULL,2026-04-11
1H,SOL,LONG,1775919600,84.98546875,84.62375446428571,1775919600,SL,0.004256189805557629,0.008512379611115258,-0.004256189805557614,-0.8512379611115228,1,BULL,2026-04-11
1H,BNB,LONG,1775919600,604.0140234375,607.0277377232142,1775923200,TP,0.002494738672260388,0.004989477344520776,0.004989477344520652,0.9978954689041305,2,BULL,2026-04-11
4H,ADA,LONG,1775923200,0.25429999999999997,0.25315999999999994,1775923200,SL,0.004482894219425905,0.011207235548564762,-0.004482894219425993,-0.8965788438851987,1,BULL,2026-04-11
4H,LINK,LONG,1775923200,9.274999999999999,9.247857142857141,1775923200,SL,0.0029264536003080267,0.0073161340007700665,-0.002926453600308095,-0.5852907200616191,1,BULL,2026-04-11
4H,SOL,LONG,1775923200,85.95,85.562,1775923200,SL,0.00451425247236767,0.00902850494473534,-0.004514252472367716,-0.9028504944735432,1,BULL,2026-04-11
4H,APT,LONG,1775923200,0.878,0.8715714285714286,1775923200,SL,0.007321835340058582,0.013179303612105448,-0.007321835340058599,-1.4643670680117198,1,BULL,2026-04-11
4H,POL,LONG,1775923200,0.0860956298828125,0.08524705845424108,1775926800,SL,0.009856149838574189,0.011827379806289026,-0.009856149838574134,-1.9712299677148266,2,BULL,2026-04-11
1H,TON,LONG,1775930400,1.505,1.4808285714285714,1775930400,SL,0.016060749881347883,0.032121499762695765,-0.016060749881347848,-3.2121499762695698,1,BULL,2026-04-11
1H,APT,LONG,1775930400,0.874,0.868,1775930400,SL,0.006864988558352409,0.013729977116704819,-0.006864988558352409,-1.372997711670482,1,BULL,2026-04-11
1H,LDO,LONG,1775930400,0.3389,0.3365685714285714,1775930400,SL,0.006879399738650266,0.013758799477300533,-0.006879399738650326,-1.3758799477300652,1,BULL,2026-04-11
1H,SUI,LONG,1775930400,0.9535,0.9484085714285715,1775930400,SL,0.005339725822158968,0.010679451644317935,-0.005339725822158914,-1.0679451644317828,1,BULL,2026-04-11
1H,CRV,LONG,1775930400,0.2228,0.22128,1775930400,SL,0.006822262118491939,0.013644524236983879,-0.0068222621184918925,-1.3644524236983786,1,BULL,2026-04-11
1H,ADA,LONG,1775930400,0.2522234375,0.25073772321428567,1775930400,SL,0.005890468786090872,0.011780937572181745,-0.005890468786090954,-1.1780937572181909,1,BULL,2026-04-11
1H,XLM,LONG,1775930400,0.1561,0.15532857142857143,1775930400,SL,0.0049418870687288315,0.009883774137457663,-0.004941887068728775,-0.988377413745755,1,BULL,2026-04-11
1H,FIL,LONG,1775930400,0.9177187500000001,0.9114330357142859,1775930400,SL,0.006849281749680162,0.013698563499360324,-0.006849281749680092,-1.3698563499360183,1,BULL,2026-04-11
4H,CRV,SHORT,1775937600,0.219521875,0.2211675892857143,1775937600,SL,0.0074968122685462974,0.008996174722255557,-0.007496812268546384,-1.499362453709277,1,NEUTRAL,2026-04-11
4H,SUI,SHORT,1775937600,0.942,0.9464142857142857,1775937600,SL,0.004686078252957233,0.011715195632393084,-0.0046860782529572235,-0.9372156505914447,1,NEUTRAL,2026-04-11
4H,AVAX,SHORT,1775937600,9.39,9.4495,1775937600,SL,0.006336528221512244,0.01584132055378061,-0.006336528221512235,-1.267305644302447,1,NEUTRAL,2026-04-11
1H,SUI,LONG,1775941200,0.9535,0.9473228571428571,1775944800,SL,0.006478387894224285,0.01295677578844857,-0.006478387894224311,-1.2956775788448622,2,NEUTRAL,2026-04-11
1H,CRV,LONG,1775941200,0.22139999999999999,0.21968,1775948400,SL,0.007768744354110205,0.01553748870822041,-0.007768744354110205,-1.553748870822041,3,NEUTRAL,2026-04-11
1H,HBAR,LONG,1775941200,0.0889025,0.0884785,1775944800,SL,0.004769269705576358,0.009538539411152716,-0.0047692697055762645,-0.9538539411152529,2,NEUTRAL,2026-04-11
1H,FIL,LONG,1775941200,0.912,0.9053714285714286,1775944800,SL,0.00726817042606517,0.01453634085213034,-0.007268170426065162,-1.4536340852130325,2,NEUTRAL,2026-04-11
1H,BTC,LONG,1775941200,73361.98000000001,73127.24971428572,1775948400,SL,0.0031996176454654915,0.006399235290930983,-0.0031996176454655817,-0.6399235290931163,3,NEUTRAL,2026-04-11
1H,UNI,LONG,1775941200,3.171,3.152771428571428,1775948400,SL,0.005748524575393088,0.011497049150786176,-0.005748524575393159,-1.1497049150786318,3,NEUTRAL,2026-04-11
1H,BNB,LONG,1775941200,608.2,612.0228571428572,1775944800,TP,0.0031427631888006698,0.0062855263776013396,0.006285526377601404,1.2571052755202807,2,NEUTRAL,2026-04-11
1H,NEAR,LONG,1775941200,1.3935,1.4188714285714286,1775944800,TP,0.009103490696601577,0.018206981393203155,0.018206981393203158,3.6413962786406318,2,NEUTRAL,2026-04-11
1H,ALGO,SHORT,1775952000,0.1085,0.10652285714285714,1775955600,TP,0.009111257406188282,0.018222514812376564,0.01822251481237657,3.6445029624753142,2,BEAR,2026-04-12
1H,FIL,SHORT,1775952000,0.8964189453125,0.8817903738839286,1775955600,TP,0.008159450168398542,0.016318900336797084,0.016318900336797074,3.2637800673594146,2,BEAR,2026-04-12
1H,ADA,SHORT,1775952000,0.24974453125,0.24577881696428572,1775955600,TP,0.007939541790695927,0.015879083581391853,0.015879083581391912,3.1758167162783826,2,BEAR,2026-04-12
1H,HBAR,SHORT,1775952000,0.08843,0.08750999999999999,1775955600,TP,0.00520185457423955,0.0104037091484791,0.01040370914847907,2.080741829695814,2,BEAR,2026-04-12
1H,BCH,SHORT,1775952000,433.675,435.3835714285715,1775952000,SL,0.003939750800879515,0.00787950160175903,-0.003939750800879631,-0.7879501601759262,1,BEAR,2026-04-12
1H,XLM,SHORT,1775952000,0.15316249999999998,0.1540882142857143,1775955600,SL,0.006044000886080395,0.01208800177216079,-0.00604400088608052,-1.2088001772161039,2,BEAR,2026-04-12
1H,CRV,SHORT,1775952000,0.219521875,0.216001875,1775955600,TP,0.00801742423163977,0.01603484846327954,0.016034848463279548,3.2069696926559095,2,BEAR,2026-04-12
1H,SUI,SHORT,1775952000,0.942,0.9282285714285714,1775955600,TP,0.007309675462541708,0.014619350925083416,0.014619350925083383,2.9238701850166766,2,BEAR,2026-04-12
4H,PENDLE,SHORT,1775952000,1.084140625,1.0963120535714286,1775952000,SL,0.011226798711125262,0.028066996777813158,-0.011226798711125228,-2.2453597422250455,1,NEUTRAL,2026-04-12
4H,LINK,SHORT,1775952000,8.805,8.843214285714286,1775952000,SL,0.004340066520645731,0.010850166301614327,-0.004340066520645767,-0.8680133041291535,1,NEUTRAL,2026-04-12
4H,POL,LONG,1775952000,0.0838,0.08482857142857143,1775952000,TP,0.010228435049437401,0.012274122059324882,0.012274122059324991,2.4548244118649984,1,NEUTRAL,2026-04-12
4H,LDO,SHORT,1775952000,0.3205,0.32413571428571425,1775952000,SL,0.011343882326721677,0.017015823490082516,-0.011343882326721504,-2.2687764653443008,1,NEUTRAL,2026-04-12
4H,ALGO,SHORT,1775952000,0.1057,0.10681214285714287,1775952000,SL,0.01052169212055683,0.018939045817002294,-0.010521692120556926,-2.1043384241113854,1,NEUTRAL,2026-04-12
1H,LDO,SHORT,1775962800,0.3205,0.3197,1775970000,TIME,0.011482059282371327,0.022964118564742654,0.0024960998439938313,0.4992199687987663,3,BEAR,2026-04-12
1H,NEAR,SHORT,1775962800,1.33925,1.34,1775970000,TIME,0.012843009146910599,0.025686018293821198,-0.0005600149337315873,-0.11200298674631746,3,BEAR,2026-04-12
1H,LINK,SHORT,1775962800,8.805,8.8,1775970000,TIME,0.009150644925772685,0.01830128985154537,0.0005678591709254975,0.1135718341850995,3,BEAR,2026-04-12
1H,SUI,SHORT,1775962800,0.9137,0.9149,1775970000,TIME,0.010162760518457143,0.020325521036914287,-0.0013133413593084053,-0.26266827186168107,3,BEAR,2026-04-12
1H,ALGO,SHORT,1775962800,0.1057,0.1058,1775970000,TIME,0.010325719691850269,0.020651439383700537,-0.0009460737937559401,-0.189214758751188,3,BEAR,2026-04-12
1H,APT,SHORT,1775962800,0.832875,0.831,1775970000,TIME,0.009948328723655163,0.019896657447310326,0.002251238180999635,0.450247636199927,3,BEAR,2026-04-12
1H,CRV,SHORT,1775962800,0.2131,0.2133,1775970000,TIME,0.010109271301199969,0.020218542602399938,-0.0009385265133738995,-0.1877053026747799,3,BEAR,2026-04-12
1H,AVAX,SHORT,1775962800,9.05875,9.07,1775970000,TIME,0.01066056890535986,0.02132113781071972,-0.0012418931971850892,-0.24837863943701785,3,BEAR,2026-04-12
4H,CRV,LONG,1775966400,0.2131,0.21094000000000002,1775988000,SL,0.010136086344439223,0.012163303613327067,-0.010136086344439207,-2.0272172688878416,7,NEUTRAL,2026-04-12
4H,SUI,SHORT,1775966400,0.9137,0.9111,1775991600,TIME,0.007584546350005476,0.01896136587501369,0.002845572945167928,0.5691145890335856,8,NEUTRAL,2026-04-12
4H,LTC,LONG,1775966400,53.775,53.87,1775991600,TIME,0.007172743574417223,0.007172743574417223,0.0017666201766619967,0.3533240353323993,8,NEUTRAL,2026-04-12
1H,ADA,SHORT,1775973600,0.242,0.2408,1775980800,TIME,0.009397874852420275,0.01879574970484055,0.00495867768595044,0.9917355371900881,3,BEAR,2026-04-12
1H,LDO,SHORT,1775973600,0.317875,0.3191,1775980800,TIME,0.010624122240323613,0.021248244480647226,-0.0038537160833660277,-0.7707432166732056,3,BEAR,2026-04-12
1H,AVAX,SHORT,1775973600,9.05875,9.04,1775980800,TIME,0.0098405251434091,0.0196810502868182,0.002069821995308482,0.41396439906169635,3,BEAR,2026-04-12
1H,SUI,SHORT,1775973600,0.9137,0.9123,1775980800,TIME,0.009562375897059055,0.01912475179411811,0.0015322315858596442,0.30644631717192883,3,BEAR,2026-04-12
1H,PENDLE,SHORT,1775973600,1.065,1.063,1775980800,TIME,0.012555331991951663,0.025110663983903325,0.0018779342723004712,0.3755868544600942,3,BEAR,2026-04-12
1H,NEAR,SHORT,1775973600,1.3315000000000001,1.336,1775980800,TIME,0.011844858108470606,0.02368971621694121,-0.003379647014645098,-0.6759294029290196,3,BEAR,2026-04-12
1H,POL,SHORT,1775973600,0.0837,0.08431714285714284,1775973600,SL,0.007373271889400924,0.014746543778801849,-0.007373271889400764,-1.4746543778801529,1,BEAR,2026-04-12
1H,ALGO,SHORT,1775973600,0.1057,0.1052,1775980800,TIME,0.00951479929720235,0.0190295985944047,0.004730368968779569,0.9460737937559138,3,BEAR,2026-04-12
4H,ALGO,SHORT,1775980800,0.1049,0.10318742857142855,1775998800,TP,0.009069862454037882,0.016325752417268188,0.01632575241726824,3.265150483453648,6,NEUTRAL,2026-04-12
4H,UNI,LONG,1775980800,3.0478750000000003,3.0768121428571433,1775980800,TP,0.007911835529437961,0.009494202635325553,0.009494202635325593,1.8988405270651185,1,NEUTRAL,2026-04-12
4H,XRP,SHORT,1775980800,1.33345,1.3200035714285714,1776006000,TP,0.00403357563356064,0.0100839390839016,0.010083939083901636,2.0167878167803273,8,NEUTRAL,2026-04-12
4H,NEAR,LONG,1775980800,1.3305,1.336,1776006000,TIME,0.015139313899178662,0.02725076501852159,0.004133784291619737,0.8267568583239473,8,NEUTRAL,2026-04-12
4H,ETH,SHORT,1775980800,2207.0890625,2192.568205357143,1775995200,TP,0.005482657900541465,0.006579189480649758,0.006579189480649714,1.3158378961299428,5,NEUTRAL,2026-04-12
1H,PENDLE,SHORT,1775984400,1.059,1.066,1775991600,TIME,0.01100768919465801,0.02201537838931602,-0.006610009442870744,-1.3220018885741487,3,BEAR,2026-04-12
1H,LDO,SHORT,1775984400,0.3177875,0.317,1775991600,TIME,0.009422289153241462,0.018844578306482923,0.0024780710380364127,0.49561420760728253,3,BEAR,2026-04-12
1H,APT,SHORT,1775984400,0.823,0.825,1775991600,TIME,0.008123589654573868,0.016247179309147736,-0.0024301336573511567,-0.48602673147023134,3,BEAR,2026-04-12
1H,ALGO,SHORT,1775984400,0.1048,0.1049,1775991600,TIME,0.007960741548527826,0.015921483097055652,-0.0009541984732823377,-0.19083969465646752,3,BEAR,2026-04-12
1H,NEAR,SHORT,1775984400,1.331,1.332,1775991600,TIME,0.009960287646238089,0.019920575292476178,-0.0007513148009016618,-0.15026296018033236,3,BEAR,2026-04-12
1H,POL,SHORT,1775984400,0.0833,0.0831,1775991600,TIME,0.00692848567998628,0.01385697135997256,0.0024009603841537303,0.48019207683074605,3,BEAR,2026-04-12
1H,UNI,SHORT,1775984400,3.0478750000000003,3.049,1775991600,TIME,0.0075556154463589965,0.015111230892717993,-0.0003691096255586592,-0.07382192511173184,3,BEAR,2026-04-12
1H,SUI,SHORT,1775984400,0.9137,0.9111,1775991600,TIME,0.008111446395347029,0.016222892790694058,0.002845572945167928,0.5691145890335856,3,BEAR,2026-04-12
1H,NEAR,SHORT,1775995200,1.331,1.342657142857143,1775995200,SL,0.008758183964795562,0.017516367929591124,-0.008758183964795666,-1.7516367929591332,1,BEAR,2026-04-12
1H,LDO,SHORT,1775995200,0.3154,0.31807428571428575,1775995200,SL,0.00847902889754508,0.01695805779509016,-0.008479028897545149,-1.6958057795090298,1,BEAR,2026-04-12
1H,SUI,SHORT,1775995200,0.9068937499999999,0.9135051785714285,1775995200,SL,0.007290190908723968,0.014580381817447936,-0.007290190908723984,-1.458038181744797,1,BEAR,2026-04-12
1H,APT,SHORT,1775995200,0.823,0.8296285714285714,1775995200,SL,0.008054157264363834,0.016108314528727668,-0.008054157264363825,-1.610831452872765,1,BEAR,2026-04-12
1H,BCH,SHORT,1775995200,422.825,425.39642857142854,1775995200,SL,0.0060815433605594955,0.012163086721118991,-0.006081543360559463,-1.2163086721118928,1,BEAR,2026-04-12
1H,SOL,SHORT,1775995200,82.06,81.56,1776002400,TIME,0.006190592249573473,0.012381184499146946,0.006093102607847916,1.2186205215695831,3,BEAR,2026-04-12
1H,UNI,SHORT,1775995200,3.033,3.0547142857142853,1775995200,SL,0.00715934247091517,0.01431868494183034,-0.007159342470915053,-1.4318684941830104,1,BEAR,2026-04-12
1H,CRV,SHORT,1775995200,0.21155,0.2106,1776002400,TIME,0.007590235337812769,0.015180470675625538,0.004490664145591958,0.8981328291183915,3,BEAR,2026-04-12
4H,SUI,SHORT,1775995200,0.9,0.9049585714285714,1775995200,SL,0.005509523809523822,0.013773809523809554,-0.005509523809523742,-1.1019047619047484,1,NEUTRAL,2026-04-12
4H,ADA,SHORT,1775995200,0.2385,0.23999499999999999,1775995200,SL,0.006268343815513629,0.01567085953878407,-0.0062683438155136115,-1.2536687631027223,1,NEUTRAL,2026-04-12
4H,LDO,LONG,1775995200,0.3121,0.31711428571428574,1775995200,TP,0.010710852748661159,0.016066279122991738,0.016066279122991828,3.213255824598366,1,NEUTRAL,2026-04-12
1H,ALGO,SHORT,1776006000,0.1023,0.10292857142857142,1776006000,SL,0.006144393241167433,0.012288786482334866,-0.006144393241167378,-1.2288786482334757,1,BEAR,2026-04-12
1H,PENDLE,SHORT,1776006000,1.0542500000000001,1.062707142857143,1776013200,SL,0.0080219519631424,0.0160439039262848,-0.008021951963142461,-1.6043903926284921,3,BEAR,2026-04-12
1H,SUI,SHORT,1776006000,0.9,0.9049657142857144,1776013200,SL,0.00551746031746033,0.01103492063492066,-0.00551746031746039,-1.103492063492078,3,BEAR,2026-04-12
1H,LDO,SHORT,1776006000,0.3121,0.31405428571428573,1776013200,SL,0.006261729299217286,0.012523458598434572,-0.006261729299217372,-1.2523458598434745,3,BEAR,2026-04-12
1H,ADA,SHORT,1776006000,0.2385,0.23981999999999998,1776013200,SL,0.00553459119496855,0.0110691823899371,-0.0055345911949685024,-1.1069182389937005,3,BEAR,2026-04-12
1H,FIL,SHORT,1776006000,0.86,0.865257142857143,1776009600,SL,0.006112956810631235,0.01222591362126247,-0.0061129568106313495,-1.2225913621262698,2,BEAR,2026-04-12
1H,APT,SHORT,1776006000,0.823,0.8280857142857142,1776013200,SL,0.006179482728692942,0.012358965457385884,-0.006179482728692891,-1.2358965457385782,3,BEAR,2026-04-12
1H,ETH,SHORT,1776006000,2187.8,2198.282857142857,1776013200,SL,0.004791506144463436,0.009583012288926872,-0.0047915061444634005,-0.9583012288926801,3,BEAR,2026-04-12
4H,NEAR,LONG,1776009600,1.35476171875,1.3407902901785715,1776009600,SL,0.01031283094145857,0.018563095694625425,-0.010312830941458519,-2.062566188291704,1,NEUTRAL,2026-04-12
4H,SOL,SHORT,1776009600,82.06,82.39542857142857,1776024000,SL,0.004087601406636243,0.008175202813272485,-0.004087601406636183,-0.8175202813272365,5,NEUTRAL,2026-04-12
4H,TON,LONG,1776009600,1.47,1.442742857142857,1776009600,SL,0.018542274052478137,0.027813411078717206,-0.01854227405247814,-3.708454810495628,1,NEUTRAL,2026-04-12
4H,APT,SHORT,1776009600,0.823,0.8283999999999999,1776013200,SL,0.006561360874848122,0.011810449574726621,-0.006561360874848069,-1.3122721749696138,2,NEUTRAL,2026-04-12
4H,AVAX,LONG,1776009600,9.0628125,9.0223125,1776009600,SL,0.004468811420295865,0.011172028550739661,-0.0044688114202958255,-0.8937622840591651,1,NEUTRAL,2026-04-12
1H,ADA,SHORT,1776016800,0.2385,0.23983142857142858,1776016800,SL,0.0055825097334531336,0.011165019466906267,-0.005582509733453226,-1.1165019466906452,1,BEAR,2026-04-12
1H,SUI,SHORT,1776016800,0.9068625,0.9115710714285714,1776016800,SL,0.005192155843439798,0.010384311686879597,-0.005192155843439766,-1.0384311686879533,1,BEAR,2026-04-12
1H,PENDLE,SHORT,1776016800,1.059,1.056,1776024000,TIME,0.007932011331444786,0.01586402266288957,0.0028328611898015975,0.5665722379603195,3,BEAR,2026-04-12
1H,APT,SHORT,1776016800,0.823,0.8282,1776016800,SL,0.006318347509113008,0.012636695018226016,-0.006318347509113115,-1.263669501822623,1,BEAR,2026-04-12
1H,UNI,SHORT,1776016800,3.048,3.052,1776024000,TIME,0.005155605549306319,0.010311211098612638,-0.0013123359580052504,-0.2624671916010501,3,BEAR,2026-04-12
1H,AVAX,SHORT,1776016800,9.12,9.13,1776024000,TIME,0.005764411027568944,0.011528822055137888,-0.001096491228070347,-0.21929824561406938,3,BEAR,2026-04-12
1H,BCH,SHORT,1776016800,422.6125,424.16107142857146,1776024000,SL,0.0036642821226807853,0.0073285642453615706,-0.003664282122680823,-0.7328564245361646,3,BEAR,2026-04-12
1H,SOL,SHORT,1776016800,82.06,82.39828571428572,1776024000,SL,0.004122419135823933,0.008244838271647867,-0.004122419135824003,-0.8244838271648005,3,BEAR,2026-04-12
4H,XLM,LONG,1776024000,0.1501,0.15106857142857144,1776024000,TP,0.006452840963167414,0.006452840963167414,0.00645284096316742,1.290568192633484,1,NEUTRAL,2026-04-12
4H,ALGO,LONG,1776024000,0.1017,0.10301914285714285,1776024000,TP,0.007206068268015158,0.012970922882427285,0.012970922882427257,2.5941845764854516,1,NEUTRAL,2026-04-12
4H,ETH,LONG,1776024000,2188.99,2198.3134857142854,1776024000,TP,0.0035493864424101383,0.0042592637308921655,0.004259263730892171,0.8518527461784341,1,NEUTRAL,2026-04-12
1H,FIL,SHORT,1776027600,0.869,0.8751142857142858,1776027600,SL,0.007036001972710841,0.014072003945421682,-0.007036001972710989,-1.4072003945421978,1,BEAR,2026-04-12
1H,APT,SHORT,1776027600,0.82,0.8085714285714285,1776031200,TP,0.006968641114982586,0.013937282229965172,0.01393728222996519,2.7874564459930378,2,BEAR,2026-04-12
1H,CRV,SHORT,1776027600,0.21155,0.20865857142857142,1776031200,TP,0.006833912955397266,0.013667825910794532,0.013667825910794483,2.7335651821588964,2,BEAR,2026-04-12
1H,LINK,SHORT,1776027600,8.823125000000001,8.733982142857144,1776031200,TP,0.0050516601058501085,0.010103320211700217,0.010103320211700158,2.0206640423400315,2,BEAR,2026-04-12
1H,ADA,SHORT,1776027600,0.24,0.23729142857142854,1776031200,TP,0.00564285714285715,0.0112857142857143,0.011285714285714371,2.257142857142874,2,BEAR,2026-04-12
1H,UNI,SHORT,1776027600,3.048,3.0142857142857147,1776031200,TP,0.005530558680164961,0.011061117360329923,0.011061117360329843,2.2122234720659684,2,BEAR,2026-04-12
1H,HBAR,SHORT,1776027600,0.085895,0.08627785714285716,1776027600,SL,0.004457269257315843,0.008914538514631686,-0.00445726925731599,-0.8914538514631981,1,BEAR,2026-04-12
1H,LTC,SHORT,1776027600,53.765,53.414142857142856,1776031200,TP,0.00326287680514408,0.00652575361028816,0.006525753610288186,1.3051507220576373,2,BEAR,2026-04-12
1H,SUI,SHORT,1776038400,0.9068625,0.906,1776045600,TIME,0.00602390896399082,0.01204781792798164,0.0009510813381300784,0.19021626762601568,3,NEUTRAL,2026-04-13
1H,ETH,SHORT,1776038400,2206.488125,2194.22,1776045600,TIME,0.005497035184425861,0.010994070368851722,0.005560023124982853,1.1120046249965705,3,NEUTRAL,2026-04-13
1H,BCH,SHORT,1776038400,424.1,425.9457142857143,1776045600,SL,0.004352073298076608,0.008704146596153216,-0.004352073298076585,-0.8704146596153169,3,NEUTRAL,2026-04-13
1H,ADA,SHORT,1776038400,0.2385,0.2368,1776045600,TIME,0.006492961964660082,0.012985923929320164,0.007127882599580626,1.4255765199161252,3,NEUTRAL,2026-04-13
1H,UNI,SHORT,1776038400,3.048,3.041,1776045600,TIME,0.006130483689538799,0.012260967379077599,0.002296587926509225,0.45931758530184497,3,NEUTRAL,2026-04-13
1H,LTC,SHORT,1776038400,53.765,53.75,1776045600,TIME,0.0037411486495463097,0.007482297299092619,0.0002789919092346428,0.055798381846928556,3,NEUTRAL,2026-04-13
1H,PENDLE,SHORT,1776038400,1.0539999999999998,1.058,1776045600,TIME,0.008403361344537843,0.016806722689075685,-0.003795066413662454,-0.7590132827324908,3,NEUTRAL,2026-04-13
1H,XRP,SHORT,1776038400,1.334325,1.3235364285714286,1776038400,TP,0.004042707521994814,0.008085415043989628,0.00808541504398956,1.6170830087979122,1,NEUTRAL,2026-04-13
